date,symbol,entry,stop,target,exit,adx,outcome,rr_planned,R
2025-08-02,ETHUSDT,3488.21,3431.75,3941.0,3431.75,46.88134717168117,loss,8.019659936238039,-1.0741383634431454
2025-08-02,BNBUSDT,757.08,744.69,861.1,744.69,45.64272795380284,loss,8.395480225988708,-1.0733249394673123
2025-08-04,ETHUSDT,3496.75,3354.28,3941.0,3941.0,41.58275505991409,win,3.1182003228749955,3.0887478065557703
2025-08-04,BNBUSDT,751.21,730.01,861.1,755.13,40.17681550137209,be,5.183490566037724,0.14238433962263927
2025-08-12,XRPUSDT,3.1295,3.1176,3.5519,3.1176,31.599562589774337,loss,35.49579831932697,-1.3155798319327665
2025-08-20,ETHUSDT,4075.58,4067.34,4788.0,4067.34,44.0028528111282,loss,86.45873786407996,-1.5935310679611807
2025-08-20,BNBUSDT,824.1,823.0,869.4,823.0,37.22710417923221,loss,41.18181818181729,-1.899018181818163
2025-08-20,ADAUSDT,0.8464,0.8437,1.0193,0.8437,33.423486784855285,loss,64.03703703703621,-1.3761777777777728
2025-08-22,ETHUSDT,4225.3,4060.0,4788.0,4788.0,40.66071256944595,win,3.404113732607376,3.373440048396849
2025-08-22,ADAUSDT,0.8519,0.8371,1.0193,0.8371,32.680283089068695,loss,11.310810810810791,-1.0690729729729729
2025-08-26,ETHUSDT,4376.17,4334.13,4956.78,4334.13,40.20942932991848,loss,13.810894386298767,-1.124914462416746
2025-08-26,BNBUSDT,839.32,832.76,900.71,832.76,38.98618764871468,loss,9.358231707316987,-1.1535341463414621
2025-08-26,LINKUSDT,23.38,23.08,27.87,23.08,38.133612189079365,loss,14.966666666666638,-1.0935199999999996
2025-08-27,ADAUSDT,0.8663,0.8267,1.0193,0.8509,32.14725043752154,be,3.86363636363637,-0.41514040404040353
2025-08-28,BNBUSDT,855.18,829.59,900.71,845.68,35.87145131378484,be,1.7792106291520215,-0.411340992575226
2025-08-28,LINKUSDT,23.78,22.88,27.87,23.43,35.49145769298764,be,4.544444444444434,-0.42059555555555617
2025-08-30,ETHUSDT,4360.18,4265.0,4956.78,4265.0,33.42367101167514,loss,6.26812355536875,-1.0549718007984867
2025-08-31,LINKUSDT,23.51,22.83,27.87,23.2,33.17011576839023,be,6.411764705882321,-0.4973705882352951
2025-09-22,DOGEUSDT,0.26074,0.26031,0.30684,0.26031,30.33572885301122,loss,107.209302325571,-1.727646511627837
2025-09-26,BNBUSDT,945.9,939.55,1083.47,939.55,39.07476524874652,loss,21.664566929133787,-1.1787527559055113
2025-09-28,BNBUSDT,968.46,932.01,1083.47,1083.47,34.420824806133766,win,3.1552812071330547,3.123397750342931
2025-10-11,BNBUSDT,1102.57,860.11,1349.99,1349.99,42.509730160180005,win,1.0204569825950678,1.0150000659902672
2025-10-16,BNBUSDT,1162.57,1143.01,1375.11,1143.01,31.8208144344851,loss,10.86605316973418,-1.0713233128834359
2026-01-19,BTCUSDT,93673.14,93615.4,97924.49,93615.4,33.95398578831878,loss,73.6291998614413,-2.946791963976269
2026-05-13,BTCUSDT,80504.47,79843.59,82850.0,79843.59,32.16681418825633,loss,3.549101198402104,-1.1461768611548229
2026-05-16,BTCUSDT,79113.2,78659.0,82850.0,78659.0,30.61964137293629,loss,8.227212681638104,-1.2090177014531056
2026-05-16,LINKUSDT,10.07,9.96,10.87,9.96,30.516984376327905,loss,7.272727272727301,-1.109854545454546
2026-05-17,BNBUSDT,656.2,650.7,689.98,650.7,34.93541909122369,loss,6.141818181818177,-1.143170909090909
2026-05-17,DOGEUSDT,0.10937,0.10775,0.11861,0.10775,40.367377487112556,loss,5.703703703703715,-1.0810148148148149
2026-05-19,BNBUSDT,643.53,634.3,689.98,640.02,32.221881935572824,be,5.032502708559042,-0.46394756229685613
